motivo_rejeicao,nome_original_csv,nome_limpo,estado,data_publicacao,tipo_ato,cargo,orgao,fonte_url,arquivo_markdown,arquivo_csv,linha_csv
inicio_suspeito;termo_administrativo,VINCULADO À GERÊNCIA DE GESTÃO DE RISCOS CORPORATIVOS - GERCO,VINCULADO À GERÊNCIA DE GESTÃO DE RISCOS CORPORATIVOS - GERCO,RJ,2024-12-23,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSR1FrMUVhekpSYTFGMFVsVk9SMDVETURCUmEwMHpURlZKZVU5RlZYUk9hbEpHVVZWVk1rNUVSa2RPYTBVd1RWUmpNMDU2VlhoUFJGbDZUMEU5UFE9PQ==,LAKE\RJ\2024\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-12-23.md,saida\RJ\DOERJ_2024.csv,38
tem_numero;termo_administrativo,BEM COMO QUAISQUER NOMEAÇÕES E EXO￾NERAÇÕES CONFORME O DISPOSTO NO ARTIGO 5º DO,BEM COMO QUAISQUER NOMEAÇÕES E EXO￾NERAÇÕES CONFORME O DISPOSTO NO ARTIGO 5º DO,RJ,2024-12-20,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSTmVWRnFWa0pOYWsxMFRXcGplRkY1TURCTmFrRjRURlJuZUUxcVkzUlJhbU40VFdwV1FrMTZUa2RSVlU1SFRWUmpNMDU2VlhoUFJGa3dUWGM5UFE9PQ==,LAKE\RJ\2024\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-12-20.md,saida\RJ\DOERJ_2024.csv,63
inicio_suspeito;frase_administrativa;termo_administrativo,OS CANDIDATOS ABAIXO RELACIONADOS,OS CANDIDATOS ABAIXO RELACIONADOS,RJ,2024-12-10,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFhwbmQwNXJWa0pOVlVsMFVWUk5NMDE1TURCT1JFVTBURlZHUkZGVldYUlJWRnBIVFd0T1IwMXFXWGROZWxWNFRWUmpNMDU2VlhoUFJGazBUWGM5UFE9PQ==,LAKE\RJ\2024\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-12-10.md,saida\RJ\DOERJ_2024.csv,183
termo_administrativo,ENTIDADE VINCULADA À,ENTIDADE VINCULADA À,RJ,2024-12-10,nomeacao,,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFhwbmQwNXJWa0pOVlVsMFVWUk5NMDE1TURCT1JFVTBURlZHUkZGVldYUlJWRnBIVFd0T1IwMXFXWGROZWxWNFRWUmpNMDU2VlhoUFJGazBUWGM5UFE9PQ==,LAKE\RJ\2024\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-12-10.md,saida\RJ\DOERJ_2024.csv,226
inicio_suspeito;termo_administrativo,POR NÃO CONTAR COM ESTES PROFISSIONAIS NA UNIDADE PRISIONAL,POR NÃO CONTAR COM ESTES PROFISSIONAIS NA UNIDADE PRISIONAL,RJ,2024-11-22,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZWRk1FMUVUa1JPYTFsMFRrVkdRMDU1TURCU2Ewa3hURlJyZWsxcVZYUlNWRmt3VWxSSmVVMXFRVEZTYWxVd1RWUmpNMDU2VlhoUFJHTjZUbWM5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-22.md,saida\RJ\DOERJ_2024.csv,623
menos_de_2_tokens;tem_numero,SEI-210001/090177/2024. ID: 2608401,SEI-210001/090177/2024,RJ,2024-11-14,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSbk5FMHdVWGhQVlZWMFVXcEtRMDE1TURCU1JGcEhURlJvUWxGNlZYUk9lbHBDVFhwWk5WRXdUWHBTYTBaRVRWUmpNMDU2VlhoUFJHTXdUbWM5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-14.md,saida\RJ\DOERJ_2024.csv,674
inicio_suspeito,OS NOMES DOS AVALIADORES,OS NOMES DOS AVALIADORES,RJ,2024-11-13,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSYVFsSlViRU5SVkdkMFRsUkNSVTVETURCUmVrVjZURlZGZVU5RVZYUk5WR3hFVG10T1JsRjZXVE5OZWtreFRWUmpNMDU2VlhoUFJHTXhUWGM5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-13.md,saida\RJ\DOERJ_2024.csv,715
inicio_suspeito;termo_administrativo,CONFORME PRECEITUA O,CONFORME PRECEITUA O,RJ,2024-11-11,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwRk5WSnFTVFZQUkZWMFRWUlplRkpwTURCTmVrRjVURlZLUlZGNlRYUlJWVlV4VGpCSmVsRlVVa1pOZW1zd1RWUmpNMDU2VlhoUFJHTXlUV2M5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-11.md,saida\RJ\DOERJ_2024.csv,836
tem_numero;termo_administrativo,AUDITOR FISCAL DA RECEITA ESTA￾DUAL DE 1ª CATEGORIA,AUDITOR FISCAL DA RECEITA ESTA￾DUAL DE 1ª CATEGORIA,RJ,2024-11-07,nomeacao,,da Subsecretaria de Es￾tado de Receita,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFST1FsRnFVVE5PVkd0MFRWUmFSazlETURCU1ZHc3pURlZHUWxKRlNYUlJWVkpFVDBWV1IxSlZTa2RPVkVrMVRWUmpNMDU2VlhoUFJHTXpUVkU5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-07.md,saida\RJ\DOERJ_2024.csv,873
termo_administrativo,ENTIDADE VINCULADA À,ENTIDADE VINCULADA À,RJ,2024-11-06,nomeacao,,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWk5VMHdXa1JTUkdkMFVWVlJOVkY1TURCTlZWSkRURlZGTWxGVWEzUk5SRTB3VVdwWk0wMXJVa1ZOVkdkNlRWUmpNMDU2VlhoUFJHTXpUbWM5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-06.md,saida\RJ\DOERJ_2024.csv,974
tem_numero,MATRÍ￾CULA 2036”... LEIA-SE: ... “,MATRÍ￾CULA 2036”... LEIA-SE: ... “,RJ,2024-11-05,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwck1FMUVWWGxOUlVWMFVWUkJOVTFETURCTlJWSkVURlJuZVU1clJYUlBWRVUwVVhwSk0xRnFaRVZOUlUxNFRWUmpNMDU2VlhoUFJHTTBUV2M5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-05.md,saida\RJ\DOERJ_2024.csv,1021
tem_numero,MA￾TRÍCULA 2036”... ID: 2605926 COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS,MA￾TRÍCULA 2036”,RJ,2024-11-05,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwck1FMUVWWGxOUlVWMFVWUkJOVTFETURCTlJWSkVURlJuZVU1clJYUlBWRVUwVVhwSk0xRnFaRVZOUlUxNFRWUmpNMDU2VlhoUFJHTTBUV2M5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-05.md,saida\RJ\DOERJ_2024.csv,1022
inicio_suspeito;muito_longo,OS POLICIAIS DA RESERVA RE￾MUNERADA EMPREGADOS NO PROGRAMA TAREFA POR TEMPO CERTO,OS POLICIAIS DA RESERVA RE￾MUNERADA EMPREGADOS NO PROGRAMA TAREFA POR TEMPO CERTO,RJ,2024-11-05,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwck1FMUVWWGxOUlVWMFVWUkJOVTFETURCTlJWSkVURlJuZVU1clJYUlBWRVUwVVhwSk0xRnFaRVZOUlUxNFRWUmpNMDU2VlhoUFJHTTBUV2M5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-05.md,saida\RJ\DOERJ_2024.csv,1026
tem_numero;termo_administrativo,BEM COMO QUAISQUER NOMEAÇÕES E EXO￾NERAÇÕES CONFORME O DISPOSTO NO ARTIGO 5º DO,BEM COMO QUAISQUER NOMEAÇÕES E EXO￾NERAÇÕES CONFORME O DISPOSTO NO ARTIGO 5º DO,RJ,2024-11-05,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwck1FMUVWWGxOUlVWMFVWUkJOVTFETURCTlJWSkVURlJuZVU1clJYUlBWRVUwVVhwSk0xRnFaRVZOUlUxNFRWUmpNMDU2VlhoUFJHTTBUV2M5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-05.md,saida\RJ\DOERJ_2024.csv,1028
inicio_suspeito;termo_administrativo,DESTA IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO,DESTA IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO,RJ,2024-11-04,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wbk1WSlZTa1pSVkZGMFRWUnNRMDFETURCU2EwWkRURlZKZUU5VVozUk5WRlV6VVZWRk0xSkZUa1ZQUlVVd1RWUmpNMDU2VlhoUFJHTTBUbWM5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-04.md,saida\RJ\DOERJ_2024.csv,1122
termo_administrativo,(UM) SERVIDOR PARA,(UM) SERVIDOR PARA,RJ,2024-11-04,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wbk1WSlZTa1pSVkZGMFRWUnNRMDFETURCU2EwWkRURlZKZUU5VVozUk5WRlV6VVZWRk0xSkZUa1ZQUlVVd1RWUmpNMDU2VlhoUFJHTTBUbWM5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-04.md,saida\RJ\DOERJ_2024.csv,1124
inicio_suspeito,DE AMARO VITOR DE SOUZA DELFINO,DE AMARO VITOR DE SOUZA DELFINO,RJ,2024-10-31,exoneracao,do cargo efetivo de Assistente Previdenciário,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFWRk0wMVZWVEZPYTBWMFVtdFplbEZUTURCTlZFNUNURlJuTTFGNmEzUk5WR2hGVFVScmVrNUVTa05SVkVWNVRWUmpNMDU2VlhoUFJHTTFUbmM5UFE9PQ==,LAKE\RJ\2024\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-10-31.md,saida\RJ\DOERJ_2024.csv,1217
inicio_suspeito,EM VIRTUDE DE HABILITAÇÃO,EM VIRTUDE DE HABILITAÇÃO,RJ,2024-10-30,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWSmVWSlVWVFJTYTFGMFQwUm9RazFUTURCUmFtc3lURlZGTlZGVlZYUk5hbWhDVFdwa1FrMXJXa05TVkVGNFRWUmpNMDU2VlhoUFJHZDNUV2M5UFE9PQ==,LAKE\RJ\2024\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-10-30.md,saida\RJ\DOERJ_2024.csv,1246
inicio_suspeito,EM VIRTUDE DE HABILITAÇÃO E NA ORDEM DE CLASSIFICAÇÃO,EM VIRTUDE DE HABILITAÇÃO E NA ORDEM DE CLASSIFICAÇÃO,RJ,2024-10-18,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwSk1FNHdUa1pQVlVWMFRsUmpNMDVETURCTmVtUkRURlZKZUZKVVkzUlBSVlpDVWxSck5FMVZSVEJSTUZwRFRWUmpNMDU2VlhoUFJHZDZUbWM5UFE9PQ==,LAKE\RJ\2024\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-10-18.md,saida\RJ\DOERJ_2024.csv,1467
tem_numero;inicio_suspeito;termo_administrativo;muito_longo,VINCULADA À GERÊNCIA DE ADMINISTRAÇÃO E ENGENHARIAGEADE. (REFERÊNCIA: PRO￾CESSO Nº SEI-220002/000277/2024),VINCULADA À GERÊNCIA DE ADMINISTRAÇÃO E ENGENHARIAGEADE. (REFERÊNCIA: PRO￾CESSO Nº SEI-220002/000277/2024),RJ,2024-10-15,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVSRk1FNXFUVFZTYTFsMFVWUkpOVTVETURCTk1FWkRURlZGTUUxclNYUk5WRVV6VFVWWmVFMTZTVEJPVlVWNVRWUmpNMDU2VlhoUFJHY3hUV2M5UFE9PQ==,LAKE\RJ\2024\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-10-15.md,saida\RJ\DOERJ_2024.csv,1618
termo_administrativo,LOTADO NA GERÊNCIA DE ADMINISTRA￾ÇÃO E ENGENHARIA - GEADE,LOTADO NA GERÊNCIA DE ADMINISTRA￾ÇÃO E ENGENHARIA - GEADE,RJ,2024-10-11,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSQ1JWSnJXVEZTVkZsMFRWUmFSVTVwTURCT1JVMDFURlZGTUU1clRYUk9WRUpDVDFSU1IwOVVRa2RTUlZGNVRWUmpNMDU2VlhoUFJHY3hUMEU5UFE9PQ==,LAKE\RJ\2024\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-10-11.md,saida\RJ\DOERJ_2024.csv,1674
tem_numero;inicio_suspeito;frase_administrativa;termo_administrativo;muito_longo,VINCULADO À GERÊNCIA DE ADMINISTRAÇÃO E ENGENHARIA - GEADE. (RE￾FERÊNCIA: PROCESSO Nº SEI-220002/000275/2024),VINCULADO À GERÊNCIA DE ADMINISTRAÇÃO E ENGENHARIA - GEADE. (RE￾FERÊNCIA: PROCESSO Nº SEI-220002/000275/2024),RJ,2024-10-11,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSQ1JWSnJXVEZTVkZsMFRWUmFSVTVwTURCT1JVMDFURlZGTUU1clRYUk9WRUpDVDFSU1IwOVVRa2RTUlZGNVRWUmpNMDU2VlhoUFJHY3hUMEU5UFE9PQ==,LAKE\RJ\2024\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-10-11.md,saida\RJ\DOERJ_2024.csv,1675
inicio_suspeito,EM VIRTUDE DE HABILITAÇÃO E NA ORDEM DE CLASSIFICAÇÃO,EM VIRTUDE DE HABILITAÇÃO E NA ORDEM DE CLASSIFICAÇÃO,RJ,2024-10-04,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxWUk5FMUZXVEJPZWtsMFRVVkdSVTE1TURCTmVsVTBURlJuTWs1clRYUk5NRnBIVFZSak1rNXJVa2RSYWtGNlRWUmpNMDU2VlhoUFJHYzBUWGM5UFE9PQ==,LAKE\RJ\2024\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-10-04.md,saida\RJ\DOERJ_2024.csv,1793
termo_administrativo,ASSISTENTE TÉCNICO DE TRÂNSITO,ASSISTENTE TÉCNICO DE TRÂNSITO,RJ,2025-12-26,exoneracao,,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG10RmVGRjZRVFZPVlZGMFVXcFZlVkpUTURCT2VrNUhURlJvUkU5RVJYUk9hMHBHVFdwUk0wMVZTVEZTYWtaRVRWUmpNMDU2VlhoTmFtTXpUWGM5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-26.md,saida\RJ\DOERJ_2025.csv,25
inicio_suspeito,DE ESTRATÉGIA CORPORATIVA E DE G,DE ESTRATÉGIA CORPORATIVA E DE G,RJ,2025-12-17,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSU1IwMUVhekJQUlZsMFRsVlJlRTFETURCUmFrazBURlZGZDFKRldYUlJha1Y1VGpCS1JrMUZXVEZPYWtwRFRWUmpNMDU2VlhoTmFtY3pUbEU5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-17.md,saida\RJ\DOERJ_2025.csv,158
inicio_suspeito,DE ESTRATÉGIA CORPORATIVA E DE GESTÃO DE RISCOS - DIFIN,DE ESTRATÉGIA CORPORATIVA E DE GESTÃO DE RISCOS - DIFIN,RJ,2025-12-17,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSU1IwMUVhekJQUlZsMFRsVlJlRTFETURCUmFrazBURlZGZDFKRldYUlJha1Y1VGpCS1JrMUZXVEZPYWtwRFRWUmpNMDU2VlhoTmFtY3pUbEU5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-17.md,saida\RJ\DOERJ_2025.csv,159
inicio_suspeito;termo_administrativo,POR NÃO CONTAR COM ESTES PROFISSIONAIS NA UNIDADE PRISIONAL,POR NÃO CONTAR COM ESTES PROFISSIONAIS NA UNIDADE PRISIONAL,RJ,2025-12-11,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSck1GSkVZM2xQUlZGMFVWVldRazFUTURCUlZWWkVURlZGTkZGclRYUk9hbHBEVFZWU1JWSlVVa1ZSVlVVelRWUmpNMDU2VlhoTmFtczFUMEU5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-11.md,saida\RJ\DOERJ_2025.csv,309
tem_numero;termo_administrativo,BEM COMO QUAISQUER NOMEAÇÕES E EXONERAÇÕES CONFORME O DISPOSTO NO ARTIGO 5º DO,BEM COMO QUAISQUER NOMEAÇÕES E EXONERAÇÕES CONFORME O DISPOSTO NO ARTIGO 5º DO,RJ,2025-12-11,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSck1GSkVZM2xQUlZGMFVWVldRazFUTURCUlZWWkVURlZGTkZGclRYUk9hbHBEVFZWU1JWSlVVa1ZSVlVVelRWUmpNMDU2VlhoTmFtczFUMEU5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-11.md,saida\RJ\DOERJ_2025.csv,310
inicio_suspeito,EM VIRTUDE DE HABILITAÇÃO,EM VIRTUDE DE HABILITAÇÃO,RJ,2025-12-10,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZSR1JVNXJSWGxTYTBsMFQwUkZOVTlUTURCTmEwVTFURlJuZUUxVVozUlNSVkV6VFZWTk1sRjZXa1JTUkZWNlRWUmpNMDU2VlhoTmVrRjZUVUU5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-10.md,saida\RJ\DOERJ_2025.csv,311
inicio_suspeito,EM VIRTUDE DE HABILITAÇÃO,EM VIRTUDE DE HABILITAÇÃO,RJ,2025-12-08,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wVmVrMHdXWHBPUlZWMFRXcGtSVTVwTURCUmFtaEZURlZHUTA5RlNYUk9la2t6VFhwQ1JGRlVXa1JSYW1oRVRWUmpNMDU2VlhoTmVrRXpUbWM5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-08.md,saida\RJ\DOERJ_2025.csv,345
inicio_suspeito,EM VIRTUDE DE HABILITAÇÃO,EM VIRTUDE DE HABILITAÇÃO,RJ,2025-12-08,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wVmVrMHdXWHBPUlZWMFRXcGtSVTVwTURCUmFtaEZURlZHUTA5RlNYUk9la2t6VFhwQ1JGRlVXa1JSYW1oRVRWUmpNMDU2VlhoTmVrRXpUbWM5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-08.md,saida\RJ\DOERJ_2025.csv,346
tem_numero;termo_administrativo;muito_longo,LOTADA NA GERÊNCIA DE CONTRATOS E LICITAÇÕES - GECLA. (PROC SEI-220002/000470/2025),LOTADA NA GERÊNCIA DE CONTRATOS E LICITAÇÕES - GECLA. (PROC SEI-220002/000470/2025),RJ,2025-11-27,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGpCT1JWSnFRa2RPYTFsMFQxUkZNbEpETURCTlJGa3dURlJzUTA5RlRYUk9hbVJIVDFWVk0wMHdSVEpPUkZsNlRWUmpNMDU2VlhoTmVra3dUbEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-27.md,saida\RJ\DOERJ_2025.csv,647
inicio_suspeito;termo_administrativo,VINCULADA À GERÊNCIA DE CONTRATOS E LICITAÇÕESGECLA,VINCULADA À GERÊNCIA DE CONTRATOS E LICITAÇÕESGECLA,RJ,2025-11-27,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGpCT1JWSnFRa2RPYTFsMFQxUkZNbEpETURCTlJGa3dURlJzUTA5RlRYUk9hbVJIVDFWVk0wMHdSVEpPUkZsNlRWUmpNMDU2VlhoTmVra3dUbEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-27.md,saida\RJ\DOERJ_2025.csv,648
termo_administrativo,LOTADO NA PRESIDÊNCIA - PRESI,LOTADO NA PRESIDÊNCIA - PRESI,RJ,2025-11-26,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWR1JFNHdXVFJPTUZWMFQwUlJlbEZUTURCT1JGSkRURlJyTVUwd1NYUk5WVTB6VFRCR1JFMHdSVE5PUlUwMVRWUmpNMDU2VlhoTmVra3pUMEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-26.md,saida\RJ\DOERJ_2025.csv,680
tem_numero;inicio_suspeito,QUE SERÃO REPRESENTANTES DA SOCIEDADE CIVIL E 1 (UM) REPRESENTANTE DA,QUE SERÃO REPRESENTANTES DA SOCIEDADE CIVIL E 1 (UM) REPRESENTANTE DA,RJ,2025-11-26,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWR1JFNHdXVFJPTUZWMFQwUlJlbEZUTURCT1JGSkRURlJyTVUwd1NYUk5WVTB6VFRCR1JFMHdSVE5PUlUwMVRWUmpNMDU2VlhoTmVra3pUMEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-26.md,saida\RJ\DOERJ_2025.csv,681
termo_administrativo,ASSISTENTE TÉCNICO DE TRÂNSITO,ASSISTENTE TÉCNICO DE TRÂNSITO,RJ,2025-11-25,exoneracao,,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW10YVJFMXFZelJOZWtWMFVXdEZlVkY1TURCUFJHTjZURlZLUjA5RVRYUlNWRVpDVFd0SmVVNUZTa1pPYTFwSFRWUmpNMDU2VlhoTmVrazFUbEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-25.md,saida\RJ\DOERJ_2025.csv,682
tem_numero;inicio_suspeito;termo_administrativo,VINCULADO À PRESIDÊNCIA - PRESI. PROC. SEI-220002/000443/2025,VINCULADO À PRESIDÊNCIA - PRESI. PROC. SEI-220002/000443/2025,RJ,2025-11-25,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW10YVJFMXFZelJOZWtWMFVXdEZlVkY1TURCUFJHTjZURlZLUjA5RVRYUlNWRVpDVFd0SmVVNUZTa1pPYTFwSFRWUmpNMDU2VlhoTmVrazFUbEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-25.md,saida\RJ\DOERJ_2025.csv,711
menos_de_2_tokens;tem_numero,SEI-210001/144602/2025. ID: 2695909,SEI-210001/144602/2025,RJ,2025-11-25,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW10YVJFMXFZelJOZWtWMFVXdEZlVkY1TURCUFJHTjZURlZLUjA5RVRYUlNWRVpDVFd0SmVVNUZTa1pPYTFwSFRWUmpNMDU2VlhoTmVrazFUbEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-25.md,saida\RJ\DOERJ_2025.csv,713
tem_numero;frase_administrativa;termo_administrativo;muito_longo,LOTADA NA GERÊNCIA DE MICRO E PEQUENAS EMPRESAS - GEMPE. PROCESSO Nº SEI-220009/000367/2022,LOTADA NA GERÊNCIA DE MICRO E PEQUENAS EMPRESAS - GEMPE. PROCESSO Nº SEI-220009/000367/2022,RJ,2025-11-24,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSUmVrMXFTWHBPYWtGMFVXdE9SVkZUTURCU1ZWWkZURlZKZDFKRVRYUlJNRlY0VDFSWmVsRjZaM2RPYTFFMFRWUmpNMDU2VlhoTmVrMTRUVUU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-24.md,saida\RJ\DOERJ_2025.csv,756
inicio_suspeito;termo_administrativo,VINCULADO À GERÊNCIA DE MICRO E PEQUENAS EMPRESAS - GEMPE,VINCULADO À GERÊNCIA DE MICRO E PEQUENAS EMPRESAS - GEMPE,RJ,2025-11-24,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSUmVrMXFTWHBPYWtGMFVXdE9SVkZUTURCU1ZWWkZURlZKZDFKRVRYUlJNRlY0VDFSWmVsRjZaM2RPYTFFMFRWUmpNMDU2VlhoTmVrMTRUVUU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-24.md,saida\RJ\DOERJ_2025.csv,757
tem_numero;frase_administrativa;termo_administrativo,LOTADA NA AUDITORIA INTERNA - AUDIT. PROCESSO Nº SEI-220002/000208/2024,LOTADA NA AUDITORIA INTERNA - AUDIT. PROCESSO Nº SEI-220002/000208/2024,RJ,2025-11-24,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSUmVrMXFTWHBPYWtGMFVXdE9SVkZUTURCU1ZWWkZURlZKZDFKRVRYUlJNRlY0VDFSWmVsRjZaM2RPYTFFMFRWUmpNMDU2VlhoTmVrMTRUVUU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-24.md,saida\RJ\DOERJ_2025.csv,758
